variant,glom_a,glom_b,n_a,n_b,n_overlap,n_union,N,D_set,D_mag_sum,D_mag_mean,importance_sum,importance_mean,D_mag_sum_a,D_mag_sum_b,synergy
pn,DA4m,DM4,22,12,0,34,500,0.016000000000000014,0.2246285080909729,0.22236470878124237,0.12031425404548646,0.11918235439062119,0.16861408948898315,0.0769466757774353,-0.007957963500029308
pn,DA4m,DM5,22,10,0,32,500,0.040000000000000036,0.23870855569839478,0.23898297548294067,0.1393542778491974,0.13949148774147035,0.16861408948898315,0.09760153293609619,-0.01105007311793571
pn,DA4m,DM6,22,15,0,37,500,0.02400000000000002,0.25607043504714966,0.2531963288784027,0.14003521752357484,0.13859816443920137,0.16861408948898315,0.12128299474716187,-0.013376627459205537
pn,DA4m,DP1l,22,25,0,47,500,0.13,0.5313014984130859,0.5288640260696411,0.33065074920654297,0.32943201303482056,0.16861408948898315,0.48404592275619507,-0.03974155129570178
pn,DA4m,DP1m,22,18,0,40,500,0.02400000000000002,0.19991958141326904,0.19765371084213257,0.11195979070663453,0.1108268554210663,0.16861408948898315,0.04328829050064087,-0.004683782888054822
pn,DA4m,V,22,15,1,36,500,0.03600000000000003,0.4518088698387146,0.4499095678329468,0.24390443491935732,0.2429547839164734,0.16861408948898315,0.3773621916770935,-0.030538828970161802
pn,DA4m,VA1d,22,27,3,46,500,0.026000000000000023,0.3249410390853882,0.32424095273017883,0.1754705195426941,0.17512047636508943,0.16861408948898315,0.21308988332748413,-0.020832977074501713
pn,DA4m,VA1v,22,35,8,49,500,0.028000000000000025,0.3090563416481018,0.3110404908657074,0.16852817082405092,0.1695202454328537,0.16861408948898315,0.27226507663726807,-0.08591509648130824
pn,DA4m,VA2,22,11,0,33,500,0.02400000000000002,0.195919930934906,0.19364121556282043,0.10995996546745301,0.10882060778141023,0.16861408948898315,0.037478864192962646,-0.003853558186062145
pn,DA4m,VA3,22,22,0,44,500,0.026000000000000023,0.2802026867866516,0.27699369192123413,0.15310134339332582,0.15149684596061708,0.16861408948898315,0.15391600131988525,-0.016374997601879215
pn,DA4m,VA4,22,5,0,27,500,0.04200000000000004,0.2611215114593506,0.25605687499046326,0.1515607557296753,0.14902843749523165,0.16861408948898315,0.13133090734481812,-0.016679244010742167
pn,DA4m,VA5,22,12,0,34,500,0.030000000000000027,0.29975491762161255,0.29436227679252625,0.1648774588108063,0.16218113839626314,0.16861408948898315,0.18265801668167114,-0.020718473378398272
pn,DA4m,VA6,22,21,1,42,500,0.05400000000000005,0.3885101079940796,0.38683202862739563,0.22125505399703982,0.22041601431369784,0.16861408948898315,0.30973321199417114,-0.037611809964179344
pn,DA4m,VA7l,22,2,0,24,500,0.05800000000000005,0.33205246925354004,0.32790905237197876,0.19502623462677005,0.1929545261859894,0.16861408948898315,0.2288380265235901,-0.026814331276302283
pn,DA4m,VA7m,22,17,0,39,500,0.018000000000000016,0.2840871214866638,0.2806529402732849,0.15104356074333192,0.14932647013664246,0.16861408948898315,0.1587257981300354,-0.016489360202246672
pn,DA4m,VC1,22,17,0,39,500,0.05600000000000005,0.4418424367904663,0.4329116940498352,0.24892121839523318,0.24445584702491763,0.16861408948898315,0.37047135829925537,-0.03477632023639643
pn,DA4m,VC2,22,7,0,29,500,0.062000000000000055,0.3746400475502014,0.36613208055496216,0.21832002377510074,0.2140660402774811,0.16861408948898315,0.2858002185821533,-0.03158431688895291
pn,DA4m,VC3,22,24,0,46,500,0.040000000000000036,0.3843531608581543,0.37824547290802,0.21217658042907717,0.20912273645401003,0.16861408948898315,0.29464036226272583,-0.02922077448392102
pn,DA4m,VC4,22,12,0,34,500,0.03200000000000003,0.241749107837677,0.23881886899471283,0.13687455391883852,0.13540943449735643,0.16861408948898315,0.10284054279327393,-0.012365159958939387
pn,DA4m,VC5,22,30,0,52,500,0.08199999999999996,0.5367263555526733,0.5293089151382446,0.30936317777633665,0.3056544575691223,0.16861408948898315,0.48843318223953247,-0.03796419987631694
pn,DA4m,VL1,22,23,1,44,500,0.026000000000000023,0.25567466020584106,0.2580026686191559,0.14083733010292054,0.14200133430957795,0.16861408948898315,0.1177147626876831,-0.010805824440829781
pn,DA4m,VL2a,22,14,0,36,500,0.05400000000000005,0.356753408908844,0.3528819680213928,0.20537670445442202,0.20344098401069644,0.16861408948898315,0.2601777911186218,-0.02816883034403972
pn,DA4m,VL2p,22,33,0,55,500,0.08799999999999997,0.4497857093811035,0.4456687569618225,0.26889285469055174,0.26683437848091124,0.16861408948898315,0.3817470669746399,-0.036207512969500755
pn,DA4m,VM1,22,12,0,34,500,0.02400000000000002,0.2815816402435303,0.27876412868499756,0.15279082012176515,0.1513820643424988,0.16861408948898315,0.15553343296051025,-0.016340754022230897
pn,DA4m,VM2,22,11,0,33,500,0.030000000000000027,0.24726331233978271,0.24250735342502594,0.13863165616989137,0.13625367671251298,0.16861408948898315,0.11098241806030273,-0.013619995838979548
pn,DA4m,VM3,22,13,0,35,500,0.038000000000000034,0.3156803846359253,0.31095507740974426,0.17684019231796266,0.17447753870487215,0.16861408948898315,0.20366835594177246,-0.022260706399990227
pn,DA4m,VM4,22,19,0,41,500,0.04800000000000004,0.3221474885940552,0.31696391105651855,0.1850737442970276,0.1824819555282593,0.16861408948898315,0.21491551399230957,-0.02514433117836745
pn,DA4m,VM5d,22,21,0,43,500,0.07199999999999995,0.4749819040298462,0.46395251154899597,0.27349095201492307,0.26797625577449796,0.16861408948898315,0.4126165509223938,-0.03667577233966668
pn,DA4m,VM5v,22,14,0,36,500,0.03400000000000003,0.3670206665992737,0.3608449697494507,0.20051033329963686,0.19742248487472536,0.16861408948898315,0.27131348848342896,-0.027159634546425337
pn,DA4m,VM6,22,18,0,40,500,0.08199999999999996,0.43551725149154663,0.4285295307636261,0.2587586257457733,0.25526476538181303,0.16861408948898315,0.3640657067298889,-0.03577593707290205
pn,DA4m,VM6l,22,19,0,41,500,0.07999999999999996,0.4397377371788025,0.43280407786369324,0.2598688685894012,0.2564020389318466,0.16861408948898315,0.3691297769546509,-0.03576564802035165
pn,DA4m,VM6m,22,12,0,34,500,0.07999999999999996,0.43962931632995605,0.4326939582824707,0.259814658164978,0.25634697914123533,0.16861408948898315,0.3689984083175659,-0.03576485083524261
pn,DA4m,VM6v,22,18,0,40,500,0.07199999999999995,0.46185606718063354,0.4557799994945526,0.26692803359031675,0.2638899997472763,0.16861408948898315,0.39571332931518555,-0.035748508902401
pn,DA4m,VM7d,22,17,0,39,500,0.02200000000000002,0.2382357120513916,0.2351560890674591,0.1301178560256958,0.12857804453372956,0.16861408948898315,0.09683513641357422,-0.010885745494249477
pn,DA4m,VM7v,22,13,0,35,500,0.030000000000000027,0.23850715160369873,0.2342984676361084,0.13425357580184938,0.1321492338180542,0.16861408948898315,0.09899049997329712,-0.012406244837524838
pn,DC1,DC2,13,8,0,21,500,0.04200000000000004,0.37596285343170166,0.3775414526462555,0.20898142671585085,0.20977072632312777,0.3145747780799866,0.12204515933990479,-0.02226475507310255
pn,DC1,DC3,13,16,0,29,500,0.04800000000000004,0.4189189076423645,0.4199386239051819,0.23345945382118227,0.23396931195259096,0.3145747780799866,0.20079976320266724,-0.03328909269229641
pn,DC1,DC4,13,22,3,32,500,0.04400000000000004,0.34576743841171265,0.3479342758655548,0.19488371920585634,0.19596713793277742,0.3145747780799866,0.16771501302719116,-0.08376343969175437
pn,DC1,DL1,13,7,0,20,500,0.04200000000000004,0.3322383761405945,0.3354332149028778,0.18711918807029726,0.18871660745143892,0.3145747780799866,0.0364496111869812,-0.007319884776126884
pn,DC1,DL2d,13,31,2,42,500,0.14600000000000002,0.6578428745269775,0.6561328172683716,0.4019214372634888,0.4010664086341858,0.3145747780799866,0.5894016027450562,-0.06072262791455074
pn,DC1,DL2v,13,20,3,30,500,0.08799999999999997,0.5677423477172852,0.565577507019043,0.32787117385864256,0.32678875350952147,0.3145747780799866,0.4617558717727661,-0.0633315512454189
pn,DC1,DL3,13,15,1,27,500,0.04400000000000004,0.33295899629592896,0.3361479640007019,0.1884794981479645,0.19007398200035097,0.3145747780799866,0.05870354175567627,-0.0218526699194328
pn,DC1,DL4,13,5,0,18,500,0.04400000000000004,0.3296855092048645,0.33237424492836,0.18684275460243227,0.18818712246418,0.3145747780799866,0.030820488929748535,-0.006014409339478277
pn,DC1,DL5,13,7,1,19,500,0.06599999999999995,0.49098509550094604,0.4908379018306732,0.278492547750473,0.2784189509153366,0.3145747780799866,0.32710856199264526,-0.04779814127478588
pn,DC1,DM1,13,12,4,21,500,0.04600000000000004,0.3621053099632263,0.3664574921131134,0.20405265498161318,0.20622874605655672,0.3145747780799866,0.12427210807800293,-0.037648705374593305
pn,DC1,DM2,13,10,2,21,500,0.050000000000000044,0.36841702461242676,0.37235841155052185,0.2092085123062134,0.21117920577526095,0.3145747780799866,0.12271720170974731,-0.03027121868286642
pn,DC1,DM3,13,1,0,14,500,0.04200000000000004,0.3248394727706909,0.3278943598270416,0.18341973638534548,0.18494717991352083,0.3145747780799866,0.021302461624145508,-0.004336549795468159
pn,DC1,DM4,13,12,2,23,500,0.04200000000000004,0.3456001281738281,0.34844744205474854,0.19380006408691408,0.1952237210273743,0.3145747780799866,0.0769466757774353,-0.02171584222691436
pn,DC1,DM5,13,10,1,22,500,0.05600000000000005,0.36032038927078247,0.365519642829895,0.20816019463539126,0.21075982141494753,0.3145747780799866,0.09760153293609619,-0.021152941181661333
pn,DC1,DM6,13,15,2,26,500,0.04600000000000004,0.36676907539367676,0.36892902851104736,0.2063845376968384,0.2074645142555237,0.3145747780799866,0.12128299474716187,-0.03093612627600706
pn,DC1,DP1l,13,25,4,34,500,0.11599999999999999,0.5826953053474426,0.5835880637168884,0.3493476526737213,0.3497940318584442,0.3145747780799866,0.48404592275619507,-0.06365675675718663
pn,DC1,DP1m,13,18,4,27,500,0.04400000000000004,0.31784671545028687,0.3208175599575043,0.18092335772514345,0.18240877997875216,0.3145747780799866,0.04328829050064087,-0.026398948752639484
pn,DC1,V,13,15,3,25,500,0.06399999999999995,0.5108199119567871,0.5127058625221252,0.2874099559783935,0.2883529312610626,0.3145747780799866,0.3773621916770935,-0.06240843009769392
pn,DC1,VA1d,13,27,2,38,500,0.05400000000000005,0.41650229692459106,0.42051777243614197,0.23525114846229556,0.237258886218071,0.3145747780799866,0.21308988332748413,-0.04412966172404609
pn,DC1,VA1v,13,35,1,47,500,0.05800000000000005,0.456371009349823,0.46134674549102783,0.2571855046749115,0.25967337274551394,0.3145747780799866,0.27226507663726807,-0.0448211193053325
pn,DC1,VA2,13,11,3,21,500,0.04400000000000004,0.314802885055542,0.3177948296070099,0.17940144252777102,0.18089741480350496,0.3145747780799866,0.037478864192962646,-0.025460851831216047
pn,DC1,VA3,13,22,2,33,500,0.04600000000000004,0.3799546957015991,0.3818572461605072,0.21297734785079958,0.21392862308025362,0.3145747780799866,0.15391600131988525,-0.04011799174011088
pn,DC1,VA4,13,5,1,17,500,0.04600000000000004,0.37253475189208984,0.3731205463409424,0.20926737594604494,0.2095602731704712,0.3145747780799866,0.13133090734481812,-0.03205754249967541
pn,DC1,VA5,13,12,4,21,500,0.04800000000000004,0.3950679302215576,0.39514294266700745,0.22153396511077883,0.22157147133350374,0.3145747780799866,0.18265801668167114,-0.04470525947793291
pn,DC1,VA6,13,21,3,31,500,0.04200000000000004,0.39049696922302246,0.39212536811828613,0.21624848461151125,0.21706268405914309,0.3145747780799866,0.30973321199417114,-0.13637676442406743
pn,DC1,VA7l,13,2,0,15,500,0.06000000000000005,0.4358583092689514,0.4367499351501465,0.24792915463447573,0.24837496757507327,0.3145747780799866,0.2288380265235901,-0.03556782392470481
pn,DC1,VA7m,13,17,2,28,500,0.04400000000000004,0.3819570541381836,0.38361895084381104,0.21297852706909182,0.21380947542190554,0.3145747780799866,0.1587257981300354,-0.041412389349513745
pn,DC1,VC1,13,17,0,30,500,0.05400000000000005,0.5182090997695923,0.5141284465789795,0.28610454988479617,0.28406422328948977,0.3145747780799866,0.37047135829925537,-0.05029609128767021
pn,DC1,VC2,13,7,0,20,500,0.062000000000000055,0.4683190584182739,0.46511152386665344,0.265159529209137,0.26355576193332675,0.3145747780799866,0.2858002185821533,-0.04215039790817343
pn,DC1,VC3,13,24,1,36,500,0.05400000000000005,0.4688260555267334,0.46744558215141296,0.2614130277633667,0.2607227910757065,0.3145747780799866,0.29464036226272583,-0.047702658243775176
pn,DC1,VC4,13,12,1,24,500,0.050000000000000044,0.36258137226104736,0.36480793356895447,0.2062906861305237,0.20740396678447726,0.3145747780799866,0.10284054279327393,-0.022482907685393627
pn,DC1,VC5,13,30,2,41,500,0.06999999999999995,0.5863023400306702,0.5827303528785706,0.32815117001533506,0.32636517643928525,0.3145747780799866,0.48843318223953247,-0.06305686037894631
pn,DC1,VL1,13,23,0,36,500,0.06599999999999995,0.3730601668357849,0.37989145517349243,0.21953008341789243,0.2229457275867462,0.3145747780799866,0.1177147626876831,-0.02219927858266857
pn,DC1,VL2a,13,14,2,25,500,0.06000000000000005,0.44173240661621094,0.4425911009311676,0.2508662033081055,0.25129555046558383,0.3145747780799866,0.2601777911186218,-0.0511747916799159
pn,DC1,VL2p,13,33,3,43,500,0.07999999999999996,0.5169196128845215,0.5169733762741089,0.2984598064422607,0.2984866881370544,0.3145747780799866,0.3817470669746399,-0.059314233293871865
pn,DC1,VM1,13,12,3,22,500,0.04600000000000004,0.3787817358970642,0.38079318404197693,0.21239086794853212,0.21339659202098848,0.3145747780799866,0.15553343296051025,-0.042399579985861635
pn,DC1,VM2,13,11,0,24,500,0.04600000000000004,0.3717162609100342,0.37257009744644165,0.2088581304550171,0.20928504872322085,0.3145747780799866,0.11098241806030273,-0.0189286656981551
pn,DC1,VM3,13,13,1,25,500,0.052000000000000046,0.4169269800186157,0.4171958267688751,0.23446349000930788,0.23459791338443758,0.3145747780799866,0.20366835594177246,-0.037247226130844524
pn,DC1,VM4,13,19,0,32,500,0.050000000000000044,0.4272181987762451,0.4272507429122925,0.23860909938812258,0.23862537145614626,0.3145747780799866,0.21491551399230957,-0.03466509317597399
pn,DC1,VM5d,13,21,1,33,500,0.06399999999999995,0.5452893972396851,0.5390982627868652,0.3046446986198425,0.3015491313934326,0.3145747780799866,0.4126165509223938,-0.052103171824153804
pn,DC1,VM5v,13,14,1,26,500,0.052000000000000046,0.45569920539855957,0.4543251395225525,0.2538496026992798,0.25316256976127627,0.3145747780799866,0.27131348848342896,-0.0448406807350743
pn,DC1,VM6,13,18,1,30,500,0.06999999999999995,0.5090288519859314,0.5067781209945679,0.2895144259929657,0.2883890604972839,0.3145747780799866,0.3640657067298889,-0.05508574392285581
pn,DC1,VM6l,13,19,2,30,500,0.06999999999999995,0.508751630783081,0.5063337087631226,0.2893758153915405,0.28816685438156125,0.3145747780799866,0.3691297769546509,-0.058834006583332155
pn,DC1,VM6m,13,12,2,23,500,0.06999999999999995,0.5086747407913208,0.5062564611434937,0.2893373703956604,0.2881282305717468,0.3145747780799866,0.3689984083175659,-0.05882085319786512
pn,DC1,VM6v,13,18,2,29,500,0.06999999999999995,0.5251137018203735,0.5232903957366943,0.29755685091018674,0.29664519786834714,0.3145747780799866,0.39571332931518555,-0.060692972822181446
pn,DC1,VM7d,13,17,1,29,500,0.04600000000000004,0.36411619186401367,0.3664626479148865,0.20505809593200686,0.20623132395744326,0.3145747780799866,0.09683513641357422,-0.016831831081901782
pn,DC1,VM7v,13,13,0,26,500,0.04600000000000004,0.3653000593185425,0.36668863892555237,0.20565002965927126,0.2063443194627762,0.3145747780799866,0.09899049997329712,-0.017125304173614353
pn,DC2,DC3,8,16,3,21,500,0.014000000000000012,0.22755849361419678,0.22558030486106873,0.1207792468070984,0.11979015243053437,0.12204515933990479,0.20079976320266724,-0.07077978983289057
pn,DC2,DC4,8,22,0,30,500,0.028000000000000025,0.25399619340896606,0.25357624888420105,0.14099809670448304,0.14078812444210054,0.12204515933990479,0.16771501302719116,-0.01529517346953213
pn,DC2,DL1,8,7,1,14,500,0.008000000000000007,0.1343073844909668,0.13297292590141296,0.0711536922454834,0.07048646295070649,0.12204515933990479,0.0364496111869812,-0.019738887430726493
pn,DC2,DL2d,8,31,0,39,500,0.14400000000000002,0.6158252954483032,0.6114575266838074,0.3799126477241516,0.3777287633419037,0.12204515933990479,0.5894016027450562,-0.023687854114442075
pn,DC2,DL2v,8,20,0,28,500,0.08399999999999996,0.5034856200218201,0.49812376499176025,0.29374281001091,0.2910618824958801,0.12204515933990479,0.4617558717727661,-0.023960342144206948
pn,DC2,DL3,8,15,0,23,500,0.008000000000000007,0.16821682453155518,0.16702410578727722,0.08810841226577759,0.08751205289363861,0.12204515933990479,0.05870354175567627,-0.005367393456637615
pn,DC2,DL4,8,5,0,13,500,0.0040000000000000036,0.14602208137512207,0.14421233534812927,0.07501104068756104,0.07410616767406464,0.12204515933990479,0.030820488929748535,-0.0030820754121663185
pn,DC2,DL5,8,7,1,14,500,0.04800000000000004,0.37834638357162476,0.37435251474380493,0.2131731917858124,0.2111762573719025,0.12204515933990479,0.32710856199264526,-0.03088532119108578
pn,DC2,DM1,8,12,1,19,500,0.02400000000000002,0.2073521614074707,0.20811857283115387,0.11567608070373536,0.11605928641557695,0.12204515933990479,0.12427210807800293,-0.023798296778551276
pn,DC2,DM2,8,10,0,18,500,0.02200000000000002,0.22013264894485474,0.22050419449806213,0.12106632447242738,0.12125209724903108,0.12204515933990479,0.12271720170974731,-0.009652671668384016
pn,DC2,DM3,8,1,1,8,500,0.0040000000000000036,0.12204515933990479,0.12047421932220459,0.0630225796699524,0.0622371096611023,0.12204515933990479,0.021302461624145508,-0.018702599300894462
pn,DC2,DM4,8,12,1,19,500,0.01200000000000001,0.1675196886062622,0.16627137362957,0.08975984430313111,0.08913568681478501,0.12204515933990479,0.0769466757774353,-0.022081177205144797
pn,DC2,DM5,8,10,0,18,500,0.02400000000000002,0.20005637407302856,0.20167122781276703,0.11202818703651429,0.11283561390638353,0.12204515933990479,0.09760153293609619,-0.0076785235639675875
pn,DC2,DM6,8,15,1,22,500,0.010000000000000009,0.20450550317764282,0.20254071056842804,0.10725275158882142,0.10627035528421402,0.12204515933990479,0.12128299474716187,-0.024020648490285623
pn,DC2,DP1l,8,25,0,33,500,0.11599999999999999,0.5229853391647339,0.5211696624755859,0.31949266958236694,0.31858483123779296,0.12204515933990479,0.48404592275619507,-0.024030281160754896
pn,DC2,DP1m,8,18,0,26,500,0.01200000000000001,0.156488299369812,0.15544557571411133,0.08424414968490601,0.08372278785705567,0.12204515933990479,0.04328829050064087,-0.003562024159030841
pn,DC2,V,8,15,0,23,500,0.030000000000000027,0.4287567138671875,0.42771095037460327,0.22937835693359376,0.22885547518730165,0.12204515933990479,0.3773621916770935,-0.024595408337724223
pn,DC2,VA1d,8,27,0,35,500,0.02200000000000002,0.2924632430076599,0.2928246259689331,0.15723162150382997,0.15741231298446656,0.12204515933990479,0.21308988332748413,-0.016665210895304483
pn,DC2,VA1v,8,35,0,43,500,0.030000000000000027,0.3414527177810669,0.3435119688510895,0.18572635889053346,0.18675598442554475,0.12204515933990479,0.27226507663726807,-0.019628883535219188
pn,DC2,VA2,8,11,0,19,500,0.010000000000000009,0.15190911293029785,0.1508595049381256,0.08095455646514893,0.08042975246906281,0.12204515933990479,0.037478864192962646,-0.003040796650260802
pn,DC2,VA3,8,22,0,30,500,0.01200000000000001,0.24480962753295898,0.2426431030035019,0.1284048137664795,0.12732155150175095,0.12204515933990479,0.15391600131988525,-0.012366830220784664
pn,DC2,VA4,8,5,0,13,500,0.018000000000000016,0.22692853212356567,0.22282622754573822,0.12246426606178284,0.12041311377286912,0.12204515933990479,0.13133090734481812,-0.010419233048004628
pn,DC2,VA5,8,12,0,20,500,0.010000000000000009,0.2677338719367981,0.263222336769104,0.13886693596839905,0.136611168384552,0.12204515933990479,0.18265801668167114,-0.014676777334152291
pn,DC2,VA6,8,21,3,26,500,0.040000000000000036,0.33365708589553833,0.33366286754608154,0.18682854294776918,0.1868314337730408,0.12204515933990479,0.30973321199417114,-0.06031984622784847
pn,DC2,VA7l,8,2,0,10,500,0.04200000000000004,0.3065342307090759,0.3032940924167633,0.17426711535453798,0.17264704620838167,0.12204515933990479,0.2288380265235901,-0.016420381744318036
pn,DC2,VA7m,8,17,0,25,500,0.014000000000000012,0.24830090999603271,0.24587558209896088,0.13115045499801636,0.12993779104948044,0.12204515933990479,0.1587257981300354,-0.01309833214977374
pn,DC2,VC1,8,17,1,24,500,0.04200000000000004,0.41335928440093994,0.4048785865306854,0.22767964220047,0.22343929326534273,0.12204515933990479,0.37047135829925537,-0.033942997283716636
pn,DC2,VC2,8,7,0,15,500,0.04600000000000004,0.35333865880966187,0.3454660475254059,0.19966932940483095,0.19573302376270296,0.12204515933990479,0.2858002185821533,-0.019626185896157722
pn,DC2,VC3,8,24,1,31,500,0.02400000000000002,0.3478681445121765,0.3424452543258667,0.18593407225608827,0.18322262716293336,0.12204515933990479,0.29464036226272583,-0.03285794713013246
pn,DC2,VC4,8,12,0,20,500,0.010000000000000009,0.20393109321594238,0.20205813646316528,0.1069655466079712,0.10602906823158265,0.12204515933990479,0.10284054279327393,-0.008403418485428915
pn,DC2,VC5,8,30,0,38,500,0.06999999999999995,0.5261777639389038,0.5192065834999084,0.2980888819694519,0.2946032917499542,0.12204515933990479,0.48843318223953247,-0.024689672087212955
pn,DC2,VL1,8,23,0,31,500,0.03600000000000003,0.21355265378952026,0.21720339357852936,0.12477632689476015,0.1266016967892647,0.12204515933990479,0.1177147626876831,-0.011840751269190264
pn,DC2,VL2a,8,14,0,22,500,0.040000000000000036,0.3324795365333557,0.32948654890060425,0.18623976826667787,0.18474327445030214,0.12204515933990479,0.2601777911186218,-0.017989973951394234
pn,DC2,VL2p,8,33,0,41,500,0.06999999999999995,0.4350084662437439,0.4315989911556244,0.2525042331218719,0.25079949557781217,0.12204515933990479,0.3817470669746399,-0.022193378454339552
pn,DC2,VM1,8,12,0,20,500,0.018000000000000016,0.2458275556564331,0.24403390288352966,0.13191377782821656,0.13101695144176484,0.12204515933990479,0.15553343296051025,-0.01276893403563406
pn,DC2,VM2,8,11,0,19,500,0.01200000000000001,0.21039968729019165,0.2066509872674942,0.11119984364509583,0.1093254936337471,0.12204515933990479,0.11098241806030273,-0.009083023213918295
pn,DC2,VM3,8,13,0,21,500,0.014000000000000012,0.2851446270942688,0.28130975365638733,0.1495723135471344,0.14765487682819367,0.12204515933990479,0.20366835594177246,-0.015712151233998384
pn,DC2,VM4,8,19,0,27,500,0.028000000000000025,0.2946016192436218,0.2902638018131256,0.16130080962181093,0.15913190090656282,0.12204515933990479,0.21491551399230957,-0.01612965593878357
pn,DC2,VM5d,8,21,2,27,500,0.06399999999999995,0.44662201404571533,0.4358638525009155,0.25531100702285764,0.24993192625045774,0.12204515933990479,0.4126165509223938,-0.037681843512977764
pn,DC2,VM5v,8,14,1,21,500,0.018000000000000016,0.3279467821121216,0.32244038581848145,0.1729733910560608,0.17022019290924073,0.12204515933990479,0.27131348848342896,-0.03229936777818665
pn,DC2,VM6,8,18,0,26,500,0.06599999999999995,0.4198290705680847,0.4134606420993805,0.24291453528404233,0.23973032104969022,0.12204515933990479,0.3640657067298889,-0.021849338313664646
pn,DC2,VM6l,8,19,0,27,500,0.062000000000000055,0.42413121461868286,0.41781213879585266,0.24306560730934146,0.23990606939792636,0.12204515933990479,0.3691297769546509,-0.021993219230338923
pn,DC2,VM6m,8,12,0,20,500,0.06399999999999995,0.4240226745605469,0.4177020490169525,0.2440113372802734,0.24085102450847623,0.12204515933990479,0.3689984083175659,-0.02198642355763525
pn,DC2,VM6v,8,18,0,26,500,0.052000000000000046,0.4462188482284546,0.44073718786239624,0.24910942411422732,0.24636859393119814,0.12204515933990479,0.39571332931518555,-0.023244744097439707
pn,DC2,VM7d,8,17,0,25,500,0.010000000000000009,0.19858843088150024,0.19663195312023163,0.10429421544075013,0.10331597656011582,0.12204515933990479,0.09683513641357422,-0.008473605218682678
pn,DC2,VM7v,8,13,1,20,500,0.010000000000000009,0.19852393865585327,0.19540682435035706,0.10426196932792664,0.10270341217517853,0.12204515933990479,0.09899049997329712,-0.010430409314970746
pn,DC3,DC4,16,22,0,38,500,0.02400000000000002,0.3145450949668884,0.3136042654514313,0.16927254748344422,0.16880213272571565,0.20079976320266724,0.16771501302719116,-0.020292546361577735
pn,DC3,DL1,16,7,0,23,500,0.014000000000000012,0.22515320777893066,0.22346951067447662,0.11957660388946534,0.11873475533723832,0.20079976320266724,0.0364496111869812,-0.004777093315542658
pn,DC3,DL2d,16,31,1,46,500,0.15200000000000002,0.6307277679443359,0.6263160109519958,0.391363883972168,0.38915800547599794,0.20079976320266724,0.5894016027450562,-0.04112189574090763
pn,DC3,DL2v,16,20,0,36,500,0.09599999999999997,0.5289764404296875,0.5235941410064697,0.31248822021484374,0.30979707050323485,0.20079976320266724,0.4617558717727661,-0.04085872483633324
pn,DC3,DL3,16,15,3,28,500,0.020000000000000018,0.2174859642982483,0.21536444127559662,0.11874298214912415,0.11768222063779832,0.20079976320266724,0.05870354175567627,-0.03022968337639753
pn,DC3,DL4,16,5,0,21,500,0.016000000000000014,0.22106707096099854,0.21877937018871307,0.11853353548049927,0.11738968509435654,0.20079976320266724,0.030820488929748535,-0.0043644342925333035
pn,DC3,DL5,16,7,0,23,500,0.05400000000000005,0.42695122957229614,0.42296817898750305,0.2404756147861481,0.23848408949375155,0.20079976320266724,0.32710856199264526,-0.03527377383332819
pn,DC3,DM1,16,12,0,28,500,0.026000000000000023,0.28517425060272217,0.28542786836624146,0.1555871253013611,0.15571393418312074,0.20079976320266724,0.12427210807800293,-0.01494381080318874
pn,DC3,DM2,16,10,0,26,500,0.030000000000000027,0.2836185097694397,0.2833865284919739,0.15680925488471986,0.15669326424598695,0.20079976320266724,0.12271720170974731,-0.015256870098763642
pn,DC3,DM3,16,1,0,17,500,0.014000000000000012,0.2149970531463623,0.21309809386730194,0.11449852657318116,0.11354904693365098,0.20079976320266724,0.021302461624145508,-0.0028276424306881154
pn,DC3,DM4,16,12,0,28,500,0.018000000000000016,0.2524169087409973,0.2508242130279541,0.13520845437049867,0.13441210651397706,0.20079976320266724,0.0769466757774353,-0.009878655963763805
pn,DC3,DM5,16,10,0,26,500,0.03200000000000003,0.2666993737220764,0.2675746977329254,0.14934968686103822,0.14978734886646272,0.20079976320266724,0.09760153293609619,-0.01210355771490157
pn,DC3,DM6,16,15,0,31,500,0.020000000000000018,0.28245311975479126,0.28024253249168396,0.15122655987739564,0.150121266245842,0.20079976320266724,0.12128299474716187,-0.015276041569297405
pn,DC3,DP1l,16,25,0,41,500,0.124,0.5458049774169922,0.5438020825386047,0.3349024887084961,0.33390104126930237,0.20079976320266724,0.48404592275619507,-0.04184440187320959
pn,DC3,DP1m,16,18,0,34,500,0.020000000000000018,0.23005080223083496,0.22848330438137054,0.1250254011154175,0.12424165219068528,0.20079976320266724,0.04328829050064087,-0.0053449729904961885
pn,DC3,V,16,15,0,31,500,0.03400000000000003,0.4665405750274658,0.46512702107429504,0.2502702875137329,0.24956351053714754,0.20079976320266724,0.3773621916770935,-0.03584714112189502
pn,DC3,VA1d,16,27,4,39,500,0.026000000000000023,0.3296927809715271,0.32910680770874023,0.17784639048576356,0.17755340385437013,0.20079976320266724,0.21308988332748413,-0.041408467445581465
pn,DC3,VA1v,16,35,8,43,500,0.028000000000000025,0.32242095470428467,0.32457098364830017,0.17521047735214235,0.1762854918241501,0.20079976320266724,0.27226507663726807,-0.09597312221853116
pn,DC3,VA2,16,11,0,27,500,0.020000000000000018,0.22628051042556763,0.22470363974571228,0.12314025521278382,0.12235181987285615,0.20079976320266724,0.037478864192962646,-0.004472369915010432
