variant,glom_a,glom_b,n_a,n_b,n_overlap,n_union,N,D_set,D_mag_sum,D_mag_mean,importance_sum,importance_mean,D_mag_sum_a,D_mag_sum_b,synergy
pn,DM6,VL1,15,23,0,38,500,0.03200000000000003,0.21469396352767944,0.21940545737743378,0.12334698176383974,0.1257027286887169,0.12128299474716187,0.1177147626876831,-0.010026994962451852
pn,DM6,VL2a,15,14,1,28,500,0.040000000000000036,0.3260725140571594,0.3237520754337311,0.18303625702857973,0.18187603771686556,0.12128299474716187,0.2601777911186218,-0.02383313013505628
pn,DM6,VL2p,15,33,1,47,500,0.07799999999999996,0.4296873211860657,0.4268600642681122,0.2538436605930328,0.25243003213405607,0.12128299474716187,0.3817470669746399,-0.027043313017106385
pn,DM6,VM1,15,12,1,26,500,0.020000000000000018,0.23897719383239746,0.2379508763551712,0.12948859691619874,0.1289754381775856,0.12128299474716187,0.15553343296051025,-0.01897567334251704
pn,DM6,VM2,15,11,1,25,500,0.014000000000000012,0.2032463550567627,0.20067569613456726,0.10862317752838135,0.10733784806728364,0.12128299474716187,0.11098241806030273,-0.015558777724066886
pn,DM6,VM3,15,13,1,27,500,0.02200000000000002,0.27864211797714233,0.27551519870758057,0.15032105898857118,0.1487575993537903,0.12128299474716187,0.20366835594177246,-0.02160772456794291
pn,DM6,VM4,15,19,0,34,500,0.03400000000000003,0.2939940094947815,0.29061105847358704,0.16399700474739076,0.16230552923679353,0.12128299474716187,0.21491551399230957,-0.016138902090077067
pn,DM6,VM5d,15,21,0,36,500,0.06000000000000005,0.4604933261871338,0.45064476132392883,0.2602466630935669,0.25532238066196444,0.12128299474716187,0.4126165509223938,-0.02336284850430914
pn,DM6,VM5v,15,14,1,28,500,0.02200000000000002,0.3353603482246399,0.33054119348526,0.17868017411231996,0.17627059674263001,0.12128299474716187,0.27131348848342896,-0.024330422607381053
pn,DM6,VM6,15,18,0,33,500,0.06799999999999995,0.41899603605270386,0.41344040632247925,0.2434980180263519,0.2407202031612396,0.12128299474716187,0.3640657067298889,-0.022197686227404034
pn,DM6,VM6l,15,19,1,33,500,0.06799999999999995,0.4186697006225586,0.4129219055175781,0.24333485031127927,0.24046095275878904,0.12128299474716187,0.3691297769546509,-0.026973906279842197
pn,DM6,VM6m,15,12,1,26,500,0.06799999999999995,0.4185571074485779,0.41280776262283325,0.24327855372428892,0.2404038813114166,0.12128299474716187,0.3689984083175659,-0.026971063598459466
pn,DM6,VM6v,15,18,1,32,500,0.06000000000000005,0.441586434841156,0.43666988611221313,0.25079321742057803,0.2483349430561066,0.12128299474716187,0.39571332931518555,-0.027416591580475824
pn,DM6,VM7d,15,17,0,32,500,0.01200000000000001,0.19846677780151367,0.19756457209587097,0.10523338890075684,0.10478228604793549,0.12128299474716187,0.09683513641357422,-0.007906898018234187
pn,DM6,VM7v,15,13,3,25,500,0.01200000000000001,0.18526041507720947,0.18311084806919098,0.09863020753860474,0.0975554240345955,0.12128299474716187,0.09899049997329712,-0.02300721535496919
pn,DP1l,DP1m,25,18,15,28,500,0.122,0.4840516448020935,0.48298823833465576,0.30302582240104675,0.3024941191673279,0.48404592275619507,0.04328829050064087,-0.02232904793482149
pn,DP1l,V,25,15,3,37,500,0.11199999999999999,0.6118854284286499,0.6109455227851868,0.36194271421432495,0.3614727613925934,0.48404592275619507,0.3773621916770935,-0.06686205572099979
pn,DP1l,VA1d,25,27,1,51,500,0.11599999999999999,0.553646445274353,0.5540183782577515,0.3348232226371765,0.33500918912887573,0.48404592275619507,0.21308988332748413,-0.04034407160406417
pn,DP1l,VA1v,25,35,1,59,500,0.118,0.5744785070419312,0.576064944267273,0.3462392535209656,0.34703247213363647,0.48404592275619507,0.27226507663726807,-0.05004369209635939
pn,DP1l,VA2,25,11,6,30,500,0.122,0.4841840863227844,0.48312488198280334,0.3030920431613922,0.30256244099140167,0.48404592275619507,0.037478864192962646,-0.01919920922423657
pn,DP1l,VA3,25,22,3,44,500,0.124,0.5238118171691895,0.5222541689872742,0.3239059085845947,0.3231270844936371,0.48404592275619507,0.15391600131988525,-0.03964769402106327
pn,DP1l,VA4,25,5,1,29,500,0.13,0.5135486721992493,0.5109710097312927,0.32177433609962464,0.32048550486564636,0.48404592275619507,0.13133090734481812,-0.038257967669633075
pn,DP1l,VA5,25,12,1,36,500,0.126,0.5355499982833862,0.5325210094451904,0.3307749991416931,0.3292605047225952,0.48404592275619507,0.18265801668167114,-0.042739072920984
pn,DP1l,VA6,25,21,2,44,500,0.14800000000000002,0.5749183893203735,0.5741677284240723,0.3614591946601868,0.36108386421203614,0.48404592275619507,0.30973321199417114,-0.06893564702203392
pn,DP1l,VA7l,25,2,0,27,500,0.15000000000000002,0.548042893409729,0.5459096431732178,0.3490214467048645,0.3479548215866089,0.48404592275619507,0.2288380265235901,-0.054072942159738346
pn,DP1l,VA7m,25,17,2,40,500,0.12,0.5267150402069092,0.5250574946403503,0.3233575201034546,0.32252874732017517,0.48404592275619507,0.1587257981300354,-0.03922610525825476
pn,DP1l,VC1,25,17,1,41,500,0.14200000000000002,0.6021977663040161,0.5965203642845154,0.37209888315200806,0.3692601821422577,0.48404592275619507,0.37047135829925537,-0.0729943642687303
pn,DP1l,VC2,25,7,1,31,500,0.15400000000000003,0.5651845932006836,0.5600050091743469,0.3595922966003418,0.3570025045871735,0.48404592275619507,0.2858002185821533,-0.06632111761014414
pn,DP1l,VC3,25,24,1,48,500,0.13,0.575566291809082,0.5718679428100586,0.352783145904541,0.3509339714050293,0.48404592275619507,0.29464036226272583,-0.06050052717715815
pn,DP1l,VC4,25,12,2,35,500,0.128,0.5086849927902222,0.5074356198310852,0.3183424963951111,0.3177178099155426,0.48404592275619507,0.10284054279327393,-0.028421927326128582
pn,DP1l,VC5,25,30,2,53,500,0.17200000000000004,0.6462436318397522,0.6412282586097717,0.4091218159198761,0.4066141293048859,0.48404592275619507,0.48843318223953247,-0.08981138275409606
pn,DP1l,VL1,25,23,0,48,500,0.10199999999999998,0.5286731719970703,0.5313014388084412,0.31533658599853515,0.31665071940422057,0.48404592275619507,0.1177147626876831,-0.01610816251962177
pn,DP1l,VL2a,25,14,3,36,500,0.14600000000000002,0.5529260635375977,0.5507824420928955,0.34946303176879884,0.34839122104644776,0.48404592275619507,0.2601777911186218,-0.06535965135453736
pn,DP1l,VL2p,25,33,9,49,500,0.17800000000000005,0.5956751108169556,0.593226969242096,0.3868375554084778,0.385613484621048,0.48404592275619507,0.3817470669746399,-0.08533476762066883
pn,DP1l,VM1,25,12,3,34,500,0.122,0.5236632823944092,0.5222750306129456,0.3228316411972046,0.3221375153064728,0.48404592275619507,0.15553343296051025,-0.04063074924548715
pn,DP1l,VM2,25,11,0,36,500,0.128,0.5155676007270813,0.5131686925888062,0.32178380036354065,0.3205843462944031,0.48404592275619507,0.11098241806030273,-0.025740153129703458
pn,DP1l,VM3,25,13,2,36,500,0.128,0.5432398915290833,0.5406106114387512,0.3356199457645416,0.3343053057193756,0.48404592275619507,0.20366835594177246,-0.04588954988081184
pn,DP1l,VM4,25,19,0,44,500,0.14,0.5449158549308777,0.5421863794326782,0.34245792746543885,0.3410931897163391,0.48404592275619507,0.21491551399230957,-0.050016603532597514
pn,DP1l,VM5d,25,21,0,46,500,0.15600000000000003,0.6187734603881836,0.6114240288734436,0.3873867301940918,0.3837120144367218,0.48404592275619507,0.4126165509223938,-0.07816365415469662
pn,DP1l,VM5v,25,14,1,38,500,0.128,0.5681754946708679,0.5645715594291687,0.34808774733543396,0.34628577971458435,0.48404592275619507,0.27131348848342896,-0.05585572867959243
pn,DP1l,VM6,25,18,1,42,500,0.17000000000000004,0.5907796621322632,0.5864803194999695,0.3803898310661316,0.37824015974998476,0.48404592275619507,0.3640657067298889,-0.08110744639586542
pn,DP1l,VM6l,25,19,2,42,500,0.17200000000000004,0.5905444622039795,0.5860946774482727,0.38127223110198977,0.3790473387241364,0.48404592275619507,0.3691297769546509,-0.083955474004064
pn,DP1l,VM6m,25,12,3,34,500,0.17200000000000004,0.5904718637466431,0.5860146284103394,0.38123593187332155,0.3790073142051697,0.48404592275619507,0.3689984083175659,-0.08396029227747448
pn,DP1l,VM6v,25,18,2,41,500,0.15800000000000003,0.605371356010437,0.6015677452087402,0.3816856780052185,0.37978387260437013,0.48404592275619507,0.39571332931518555,-0.08284447242564852
pn,DP1l,VM7d,25,17,0,42,500,0.124,0.5145903825759888,0.5132938623428345,0.3192951912879944,0.31864693117141724,0.48404592275619507,0.09683513641357422,-0.01941802363324996
pn,DP1l,VM7v,25,13,0,38,500,0.128,0.5117958784103394,0.5098016262054443,0.3198979392051697,0.31890081310272217,0.48404592275619507,0.09899049997329712,-0.023324596415481125
pn,DP1m,V,18,15,3,30,500,0.030000000000000027,0.37992143630981445,0.3799457252025604,0.20496071815490724,0.20497286260128023,0.04328829050064087,0.3773621916770935,-0.024393681690643376
pn,DP1m,VA1d,18,27,1,44,500,0.02200000000000002,0.23486554622650146,0.236843079328537,0.12843277311325074,0.1294215396642685,0.04328829050064087,0.21308988332748413,-0.012288330829395733
pn,DP1m,VA1v,18,35,1,52,500,0.03200000000000003,0.29124945402145386,0.29494526982307434,0.16162472701072694,0.16347263491153718,0.04328829050064087,0.27226507663726807,-0.012518023385801769
pn,DP1m,VA2,18,11,5,24,500,0.008000000000000007,0.043708860874176025,0.04425070062279701,0.025854430437088016,0.02612535031139851,0.04328829050064087,0.037478864192962646,-0.035435897858608456
pn,DP1m,VA3,18,22,2,38,500,0.014000000000000012,0.1622512936592102,0.1616474986076355,0.08812564682960511,0.08782374930381776,0.04328829050064087,0.15391600131988525,-0.0282902375834837
pn,DP1m,VA4,18,5,1,22,500,0.020000000000000018,0.1486796736717224,0.14625094830989838,0.08433983683586121,0.0831254741549492,0.04328829050064087,0.13133090734481812,-0.020254433704881336
pn,DP1m,VA5,18,12,1,29,500,0.018000000000000016,0.20568424463272095,0.20243297517299652,0.11184212231636048,0.11021648758649827,0.04328829050064087,0.18265801668167114,-0.012355109261203978
pn,DP1m,VA6,18,21,2,37,500,0.040000000000000036,0.31544119119644165,0.3158373534679413,0.17772059559822084,0.17791867673397066,0.04328829050064087,0.30973321199417114,-0.024172490039870098
pn,DP1m,VA7l,18,2,0,20,500,0.04600000000000004,0.2565305829048157,0.2548218369483948,0.15126529145240786,0.1504109184741974,0.04328829050064087,0.2288380265235901,-0.005689727149668755
pn,DP1m,VA7m,18,17,2,33,500,0.01200000000000001,0.16693097352981567,0.16603869199752808,0.08946548676490784,0.08901934599876404,0.04328829050064087,0.1587257981300354,-0.028212146641461544
pn,DP1m,VC1,18,17,1,34,500,0.04400000000000004,0.3875730037689209,0.3801180422306061,0.21578650188446047,0.21205902111530306,0.04328829050064087,0.37047135829925537,-0.010149573250750166
pn,DP1m,VC2,18,7,1,24,500,0.04800000000000004,0.3069351315498352,0.30015087127685547,0.17746756577491762,0.17407543563842776,0.04328829050064087,0.2858002185821533,-0.009781574645828073
pn,DP1m,VC3,18,24,1,41,500,0.026000000000000023,0.31243789196014404,0.30808743834495544,0.16921894598007203,0.16704371917247773,0.04328829050064087,0.29464036226272583,-0.012736283208379717
pn,DP1m,VC4,18,12,2,28,500,0.016000000000000014,0.12488073110580444,0.12465299665927887,0.07044036555290223,0.07032649832963944,0.04328829050064087,0.10284054279327393,-0.01679631089643152
pn,DP1m,VC5,18,30,2,46,500,0.07399999999999995,0.4917365312576294,0.4853953719139099,0.2828682656288147,0.27969768595695493,0.04328829050064087,0.48843318223953247,-0.0188415039996066
pn,DP1m,VL1,18,23,0,41,500,0.03400000000000003,0.15249556303024292,0.15847454965114594,0.09324778151512148,0.09623727482557298,0.04328829050064087,0.1177147626876831,-0.003411819314642628
pn,DP1m,VL2a,18,14,2,30,500,0.04200000000000004,0.26672595739364624,0.2650153636932373,0.15436297869682314,0.15350768184661867,0.04328829050064087,0.2601777911186218,-0.025477472421858494
pn,DP1m,VL2p,18,33,10,41,500,0.07599999999999996,0.3864539861679077,0.3840649425983429,0.23122699308395384,0.23003247129917143,0.04328829050064087,0.3817470669746399,-0.02205619337440723
pn,DP1m,VM1,18,12,3,27,500,0.014000000000000012,0.16040652990341187,0.15995779633522034,0.08720326495170594,0.08697889816761017,0.04328829050064087,0.15553343296051025,-0.03168241712918274
pn,DP1m,VM2,18,11,0,29,500,0.016000000000000014,0.14635306596755981,0.1443261057138443,0.08117653298377991,0.08016305285692216,0.04328829050064087,0.11098241806030273,-0.0031134034399258326
pn,DP1m,VM3,18,13,2,29,500,0.02200000000000002,0.2256641983985901,0.22311334311962128,0.12383209919929505,0.12255667155981065,0.04328829050064087,0.20366835594177246,-0.01247599308602787
pn,DP1m,VM4,18,19,0,37,500,0.03400000000000003,0.24334585666656494,0.2404971867799759,0.13867292833328249,0.13724859338998796,0.04328829050064087,0.21491551399230957,-0.005554622623591854
pn,DP1m,VM5d,18,21,0,39,500,0.06000000000000005,0.4302455186843872,0.42043083906173706,0.24512275934219363,0.24021541953086856,0.04328829050064087,0.4126165509223938,-0.007797857616946402
pn,DP1m,VM5v,18,14,1,31,500,0.02200000000000002,0.2902856469154358,0.2858922481536865,0.1561428234577179,0.15394612407684327,0.04328829050064087,0.27131348848342896,-0.01257143496242108
pn,DP1m,VM6,18,18,1,35,500,0.06799999999999995,0.3743753433227539,0.369075745344162,0.22118767166137693,0.21853787267208097,0.04328829050064087,0.3640657067298889,-0.017218871833531324
pn,DP1m,VM6l,18,19,2,35,500,0.06799999999999995,0.3740238547325134,0.36852002143859863,0.2210119273662567,0.2182600107192993,0.04328829050064087,0.3691297769546509,-0.022415215705528624
pn,DP1m,VM6m,18,12,3,27,500,0.06599999999999995,0.3738934397697449,0.36837950348854065,0.2199467198848724,0.2171897517442703,0.04328829050064087,0.3689984083175659,-0.022419948754937025
pn,DP1m,VM6v,18,18,2,34,500,0.052000000000000046,0.4002005457878113,0.39557787775993347,0.22610027289390566,0.22378893887996676,0.04328829050064087,0.39571332931518555,-0.021671320473643618
pn,DP1m,VM7d,18,17,0,35,500,0.01200000000000001,0.1331506371498108,0.13307923078536987,0.0725753185749054,0.07253961539268494,0.04328829050064087,0.09683513641357422,-0.0027809622486643093
pn,DP1m,VM7v,18,13,0,31,500,0.016000000000000014,0.13511621952056885,0.13373509049415588,0.07555810976028443,0.07486754524707795,0.04328829050064087,0.09899049997329712,-0.0028774414337213727
pn,V,VA1d,15,27,4,38,500,0.04200000000000004,0.46663057804107666,0.46702709794044495,0.25431528902053835,0.2545135489702225,0.3773621916770935,0.21308988332748413,-0.04340943156682542
pn,V,VA1v,15,35,5,45,500,0.04600000000000004,0.4952285885810852,0.4968717694282532,0.2706142942905426,0.2714358847141266,0.3773621916770935,0.27226507663726807,-0.05165613369630506
pn,V,VA2,15,11,3,23,500,0.030000000000000027,0.3775481581687927,0.37757083773612976,0.20377407908439638,0.2037854188680649,0.3773621916770935,0.037478864192962646,-0.0231497913678389
pn,V,VA3,15,22,2,35,500,0.03200000000000003,0.43280142545700073,0.4320741593837738,0.23240071272850038,0.23203707969188692,0.3773621916770935,0.15391600131988525,-0.04039468794773171
pn,V,VA4,15,5,1,19,500,0.03200000000000003,0.4272031784057617,0.42522338032722473,0.22960158920288087,0.22861169016361238,0.3773621916770935,0.13133090734481812,-0.03193060158556804
pn,V,VA5,15,12,1,26,500,0.03200000000000003,0.4541248083114624,0.4515407681465149,0.24306240415573122,0.24177038407325746,0.3773621916770935,0.18265801668167114,-0.03696717054491572
pn,V,VA6,15,21,5,31,500,0.05400000000000005,0.5096510648727417,0.5095582008361816,0.2818255324363709,0.28177910041809084,0.3773621916770935,0.30973321199417114,-0.0605627350852167
pn,V,VA7l,15,2,0,17,500,0.052000000000000046,0.48245084285736084,0.48097240924835205,0.26722542142868044,0.26648620462417605,0.3773621916770935,0.2288380265235901,-0.037394556115319944
pn,V,VA7m,15,17,2,30,500,0.03600000000000003,0.4340749979019165,0.4331308603286743,0.23503749895095827,0.23456543016433717,0.3773621916770935,0.1587257981300354,-0.042115876847166334
pn,V,VC1,15,17,1,31,500,0.04400000000000004,0.5532305836677551,0.5474076867103577,0.2986152918338776,0.29570384335517885,0.3773621916770935,0.37047135829925537,-0.05480108258719696
pn,V,VC2,15,7,0,22,500,0.050000000000000044,0.5105779767036438,0.5054113268852234,0.2802889883518219,0.2777056634426117,0.3773621916770935,0.2858002185821533,-0.044734236689649265
pn,V,VC3,15,24,1,38,500,0.038000000000000034,0.5094516277313232,0.50599604845047,0.27372581386566164,0.271998024225235,0.3773621916770935,0.29464036226272583,-0.05136479334850108
pn,V,VC4,15,12,1,26,500,0.03400000000000003,0.4184783101081848,0.4179452061653137,0.22623915505409242,0.22597260308265688,0.3773621916770935,0.10284054279327393,-0.022916291740450845
pn,V,VC5,15,30,2,43,500,0.06999999999999995,0.614132285118103,0.6090218424797058,0.3420661425590515,0.3395109212398529,0.3773621916770935,0.48843318223953247,-0.06734687266079575
pn,V,VL1,15,23,4,34,500,0.052000000000000046,0.42046070098876953,0.4233923852443695,0.2362303504943848,0.23769619262218478,0.3773621916770935,0.1177147626876831,-0.030195152535434033
pn,V,VL2a,15,14,2,27,500,0.052000000000000046,0.487251341342926,0.4857678711414337,0.26962567067146304,0.2688839355707169,0.3773621916770935,0.2601777911186218,-0.05210737997056114
pn,V,VL2p,15,33,3,45,500,0.07199999999999995,0.5523192882537842,0.5502765774726868,0.31215964412689207,0.31113828873634336,0.3773621916770935,0.3817470669746399,-0.06273306053809691
pn,V,VM1,15,12,3,24,500,0.038000000000000034,0.4313907027244568,0.43074971437454224,0.2346953513622284,0.23437485718727114,0.3773621916770935,0.15553343296051025,-0.04281248477210653
pn,V,VM2,15,11,0,26,500,0.030000000000000027,0.42653053998947144,0.424789160490036,0.22826526999473573,0.22739458024501802,0.3773621916770935,0.11098241806030273,-0.01993350123106552
pn,V,VM3,15,13,1,27,500,0.040000000000000036,0.4649288058280945,0.4628162086009979,0.25246440291404726,0.251408104300499,0.3773621916770935,0.20366835594177246,-0.03924500461731384
pn,V,VM4,15,19,0,34,500,0.03200000000000003,0.4745127558708191,0.4722093641757965,0.25325637793540956,0.25210468208789827,0.3773621916770935,0.21491551399230957,-0.03666396041303699
